fips,year,n02
17195,2012,12.021123
17197,1997,20.888382
17197,2002,21.651485
17197,2007,18.732544
17197,2012,15.222871
17199,1997,13.076167
17199,2002,12.402054
17199,2007,9.1881723
17199,2012,7.9373236
17201,1997,19.437208
17201,2002,19.937614
17201,2007,18.241991
17201,2012,13.807199
17203,1997,18.299959
17203,2002,17.732552
17203,2007,14.777549
17203,2012,12.580981
18001,1997,18.938551
18001,2002,18.677069
18001,2007,14.333922
18001,2012,11.983025
18003,1997,18.745378
18003,2002,19.853079
18003,2007,14.929158
18003,2012,12.652385
18005,1997,16.937
18005,2002,14.698729
18005,2007,10.755013
18005,2012,8.3296556
18007,1997,18.994406
18007,2002,18.151138
18007,2007,14.357174
18007,2012,12.704905
18009,1997,19.226532
18009,2002,18.135347
18009,2007,13.663841
18009,2012,11.752571
18011,1997,18.202316
18011,2002,17.442455
18011,2007,11.124625
18011,2012,11.331223
18013,1997,17.370541
18013,2002,15.243467
18013,2007,11.640973
18013,2012,9.2839069
18015,1997,18.990997
18015,2002,18.528273
18015,2007,13.989402
18015,2012,12.168125
18017,1997,19.255093
18017,2002,18.93564
18017,2007,14.668127
18017,2012,12.696095
18019,1997,15.294097
18019,2002,13.000978
18019,2007,10.596247
18019,2012,7.1752977
18021,1997,17.63167
18021,2002,15.880118
18021,2007,12.064292
18021,2012,10.629583
18023,1997,18.557322
18023,2002,17.879749
18023,2007,12.717402
18023,2012,11.552208
18025,1997,14.690417
18025,2002,12.596723
18025,2007,9.7681646
18025,2012,7.1136465
18027,1997,14.696623
18027,2002,12.673607
18027,2007,9.6204967
18027,2012,7.6715579
18029,1997,19.923458
18029,2002,15.470473
18029,2007,11.5946
18029,2012,6.4203944
18031,1997,17.495628
18031,2002,14.825056
18031,2007,10.616701
18031,2012,7.7097082
18033,1997,16.578329
18033,2002,19.886705
18033,2007,15.542889
18033,2012,12.69776
18035,1997,18.804392
18035,2002,17.454292
18035,2007,12.923935
18035,2012,11.036328
18037,1997,14.571115
18037,2002,12.515772
18037,2007,9.3542576
18037,2012,7.4425879
18039,1997,18.598919
18039,2002,19.12187
18039,2007,14.418511
18039,2012,11.731943
18041,1997,18.373741
18041,2002,15.412807
18041,2007,11.060473
18041,2012,8.0887594
18043,1997,14.688116
18043,2002,12.836914
18043,2007,10.442254
18043,2012,7.1868982
18045,1997,18.580406
18045,2002,17.774382
18045,2007,12.994644
18045,2012,11.83643
18047,1997,19.127075
18047,2002,15.253501
18047,2007,11.161343
18047,2012,7.2607417
18049,1997,19.606522
18049,2002,20.089054
18049,2007,15.265756
18049,2012,12.934442
18051,1997,14.138893
18051,2002,10.610877
18051,2007,9.4182959
18051,2012,7.4205036
18053,1997,19.165548
18053,2002,18.540192
18053,2007,14.10419
18053,2012,12.214042
18055,1997,16.526608
18055,2002,14.605642
18055,2007,11.338867
18055,2012,9.4733973
18057,1997,17.914707
18057,2002,17.508333
18057,2007,12.264304
18057,2012,11.038124
18059,1997,17.946495
18059,2002,16.85388
18059,2007,12.384294
18059,2012,10.532376
18061,1997,14.326606
18061,2002,12.650058
18061,2007,10.150789
18061,2012,7.172967
18063,1997,18.021389
18063,2002,16.835739
18063,2007,10.360355
18063,2012,11.001575
18065,1997,18.756466
18065,2002,17.14666
18065,2007,12.66488
18065,2012,10.274255
18067,1997,18.596201
18067,2002,17.973606
18067,2007,13.38853
18067,2012,11.872191
18069,1997,18.74329
18069,2002,19.069414
18069,2007,14.565265
18069,2012,12.348409
18071,1997,15.874783
18071,2002,13.629041
18071,2007,10.566865
18071,2012,7.7375903
18073,1997,20.263908
18073,2002,20.023804
18073,2007,16.143955
18073,2012,13.428889
18075,1997,19.336969
18075,2002,18.584581
18075,2007,14.025675
18075,2012,11.70945
18077,1997,17.13899
18077,2002,13.988805
18077,2007,10.874169
18077,2012,7.0893216
18079,1997,17.080795
18079,2002,14.078152
18079,2007,10.438958
18079,2012,7.2255425
18081,1997,17.875771
18081,2002,16.445778
18081,2007,12.186513
18081,2012,10.356972
18083,1997,14.278893
18083,2002,12.518735
18083,2007,9.5863218
18083,2012,7.6826158
18085,1997,18.985865
18085,2002,19.771271
18085,2007,15.066348
18085,2012,12.635504
18087,1997,18.881855
18087,2002,19.784954
18087,2007,15.505665
18087,2012,12.196963
18089,1997,21.236368
18089,2002,21.327398
18089,2007,17.611725
18089,2012,13.922219
18091,1997,19.070879
18091,2002,20.564201
18091,2007,16.544239
18091,2012,13.561015
18093,1997,15.29727
18093,2002,13.253716
18093,2007,10.155
18093,2012,7.7081647
18095,1997,18.383375
18095,2002,17.521074
18095,2007,12.708969
18095,2012,10.906972
18097,1997,16.789549
18097,2002,17.262011
18097,2007,12.280241
18097,2012,10.652663
18099,1997,19.178486
18099,2002,19.761778
18099,2007,15.216028
18099,2012,12.718973
18101,1997,15.044624
18101,2002,13.052718
18101,2007,9.9617109
18101,2012,7.6968479
18103,1997,19.368189
18103,2002,19.133461
18103,2007,14.668655
18103,2012,12.761156
18105,1997,16.959909
18105,2002,14.952791
18105,2007,11.435255
18105,2012,9.223403
18107,1997,18.233799
18107,2002,17.263531
18107,2007,12.111407
18107,2012,11.3794
18109,1997,17.916998
18109,2002,16.469549
18109,2007,11.868712
18109,2012,10.743547
18111,1997,20.237305
18111,2002,20.268511
18111,2007,16.392437
18111,2012,13.968188
18113,1997,18.728304
18113,2002,19.815527
18113,2007,15.423109
18113,2012,12.665448
18115,1997,19.698971
18115,2002,15.108222
18115,2007,11.433774
18115,2012,6.209959
18117,1997,15.101224
18117,2002,12.785535
18117,2007,9.9686422
18117,2012,7.1963787
18119,1997,17.551311
18119,2002,15.706906
18119,2007,12.025716
18119,2012,10.32189
18121,1997,18.227354
18121,2002,16.546322
18121,2007,12.382176
18121,2012,11.315769
18123,1997,14.225585
18123,2002,12.30829
18123,2007,8.9705667
18123,2012,7.2518559
18125,1997,14.286149
18125,2002,12.210217
18125,2007,9.400485
18125,2012,7.4686522
18127,1997,20.301617
18127,2002,21.034508
18127,2007,17.147306
18127,2012,13.758116
18129,1997,14.078008
18129,2002,12.4159
18129,2007,9.4306288
18129,2012,7.3579669
18131,1997,19.85692
18131,2002,20.103817
18131,2007,15.817962
18131,2012,13.351755
18133,1997,18.166161
18133,2002,16.539377
18133,2007,11.790013
18133,2012,11.025657
18135,1997,19.539927
18135,2002,17.802252
18135,2007,13.433004
18135,2012,11.134924
18137,1997,18.431574
18137,2002,14.779642
18137,2007,10.957113
18137,2012,6.9257727
18139,1997,18.466496
18139,2002,16.118753
18139,2007,12.023355
18139,2012,9.3962708
18141,1997,17.440636
18141,2002,16.215347
18141,2007,11.798887
18141,2012,10.277503
18143,1997,16.104187
18143,2002,13.419279
18143,2007,10.723084
18143,2012,7.2117348
18145,1997,17.761395
18145,2002,16.056417
18145,2007,11.855814
18145,2012,9.6146965
18147,1997,13.999186
18147,2002,12.175421
18147,2007,8.2008696
18147,2012,7.0693583
18149,1997,19.800402
18149,2002,20.456589
18149,2007,16.049135
18149,2012,13.321232
18151,1997,18.49724
18151,2002,19.913267
18151,2007,15.692607
18151,2012,12.206656
18153,1997,16.842705
18153,2002,14.976494
18153,2007,11.715357
18153,2012,10.142106
18155,1997,18.920612
18155,2002,14.670208
18155,2007,11.138268
18155,2012,6.3854218
18157,1997,18.978481
18157,2002,18.404194
18157,2007,13.71208
18157,2012,12.414258
18159,1997,18.4394
18159,2002,17.754986
18159,2007,12.953064
18159,2012,11.270712
18161,1997,19.187197
18161,2002,15.585049
18161,2007,11.106838
18161,2012,7.3433499
18163,1997,13.69873
18163,2002,12.032766
18163,2007,9.4436331
18163,2012,7.0876994
18165,1997,18.085609
18165,2002,16.648521
18165,2007,12.604332
18165,2012,11.200536
18167,1997,17.079771
18167,2002,15.640405
18167,2007,11.988482
18167,2012,10.715335
18169,1997,19.243965
18169,2002,19.465137
18169,2007,14.77549
18169,2012,12.685607
18171,1997,18.731663
18171,2002,17.668186
18171,2007,13.527676
18171,2012,12.098667
18173,1997,13.943066
18173,2002,12.188804
18173,2007,8.7278175
18173,2012,7.1560941
18175,1997,15.569575
18175,2002,13.040719
18175,2007,10.398356
18175,2012,7.2506475
18177,1997,18.985878
18177,2002,16.597261
18177,2007,11.906476
18177,2012,9.6309128
18179,1997,19.06056
18179,2002,19.024403
18179,2007,14.435244
18179,2012,12.333364
18181,1997,19.478823
18181,2002,19.266132
18181,2007,15.130446
18181,2012,12.859173
18183,1997,19.172832
18183,2002,19.949701
18183,2007,15.274928
18183,2012,12.689888
19001,1997,12.694514
19001,2002,11.030491
19001,2007,10.854054
19001,2012,8.7053947
19003,1997,12.683427
19003,2002,10.230899
19003,2007,10.255295
19003,2012,8.291872
19005,1997,14.276661
19005,2002,12.248503
19005,2007,11.826509
19005,2012,9.2658215
19007,1997,12.341516
19007,2002,10.946959
19007,2007,10.262972
19007,2012,7.0902643
19009,1997,12.718029
19009,2002,10.96312
19009,2007,11.049749
19009,2012,8.8388014
19011,1997,8.4438734
19011,2002,7.6446285
19011,2007,8.854064
19011,2012,6.5928016
19013,1997,12.569489
19013,2002,9.8936548
19013,2007,8.9667864
19013,2012,6.9332819
19015,1997,10.817466
19015,2002,9.3655758
19015,2007,8.5891695
19015,2012,7.2086077
19017,1997,12.396175
19017,2002,10.201862
19017,2007,8.9929724
19017,2012,7.0363059
19019,1997,12.162779
19019,2002,9.0332375
19019,2007,8.9520111
19019,2012,6.8908029
19021,1997,14.665168
19021,2002,12.147466
19021,2007,9.0971537
19021,2012,7.9537468
19023,1997,12.654519
19023,2002,10.571809
19023,2007,8.9973927
19023,2012,7.0733781
19025,1997,15.274792
19025,2002,12.005157
19025,2007,8.9660168
19025,2012,6.9588184
19027,1997,12.727002
19027,2002,9.3389769
19027,2007,8.1140537
19027,2012,6.3553119
19029,1997,12.708887
19029,2002,10.956748
19029,2007,11.202221
19029,2012,9.0265436
19031,1997,19.560558
19031,2002,13.629148
19031,2007,14.357878
19031,2012,10.538238
19033,1997,13.071403
19033,2002,11.145679
19033,2007,9.0418148
19033,2012,7.222702
19035,1997,14.674279
19035,2002,12.856452
19035,2007,8.9931774
19035,2012,8.0179243
19037,1997,12.520354
19037,2002,10.550118
19037,2007,9.0217152
19037,2012,7.1361575
19039,1997,12.665386
19039,2002,10.533772
19039,2007,10.529535
19039,2012,8.3323498
19041,1997,14.666733
19041,2002,12.24864
19041,2007,9.1226616
19041,2012,7.9375091
19043,1997,16.648561
19043,2002,14.195359
19043,2007,14.850669
19043,2012,10.881031
19045,1997,19.486767
19045,2002,12.027562
19045,2007,14.513999
19045,2012,11.069841
19047,1997,9.7378483
19047,2002,8.9976053
19047,2007,7.9842973
19047,2012,6.1490855
19049,1997,12.703853
19049,2002,10.781926
19049,2007,9.9343548
19049,2012,8.2337952
19051,1997,13.040289
19051,2002,11.769681
19051,2007,10.589461
19051,2012,6.1118746
19053,1997,12.638987
19053,2002,9.8539343
19053,2007,10.064088
19053,2012,7.9301114
19055,1997,17.200792
19055,2002,12.422024
19055,2007,15.170852
19055,2012,10.912501
19057,1997,18.012426
19057,2002,15.888909
19057,2007,13.824098
19057,2012,9.5505943
19059,1997,14.670222
19059,2002,12.333625
19059,2007,9.140274
19059,2012,7.9262443
19061,1997,17.614717
19061,2002,14.580295
19061,2007,15.264746
19061,2012,11.241139
19063,1997,14.653822
19063,2002,12.295134
19063,2007,9.1409798
19063,2012,7.9274526
19065,1997,13.085354
19065,2002,9.8199492
19065,2007,9.6977339
19065,2012,7.5123515
19067,1997,12.831506
19067,2002,10.870897
19067,2007,9.032135
19067,2012,7.1795826
19069,1997,12.869786
19069,2002,10.892246
19069,2007,9.0028229
19069,2012,7.128098
19071,1997,12.724735
19071,2002,10.328475
19071,2007,10.492881
19071,2012,8.6755476
19073,1997,12.720327
19073,2002,9.0958872
19073,2007,8.3644247
19073,2012,6.825881
19075,1997,12.819606
19075,2002,10.375112
19075,2007,8.9641914
19075,2012,6.9749556
19077,1997,12.709023
19077,2002,11.052552
19077,2007,10.405528
19077,2012,8.4636469
19079,1997,15.223935
19079,2002,11.019942
19079,2007,8.9702711
19079,2012,7.1525736
19081,1997,14.61023
19081,2002,11.289444
19081,2007,9.0419044
19081,2012,7.2316017
19083,1997,13.038947
19083,2002,10.750422
19083,2007,8.9677124
19083,2012,7.0736127
19085,1997,12.742308
19085,2002,11.336451
19085,2007,11.454059
19085,2012,10.940208
19087,1997,11.249574
19087,2002,10.959027
19087,2007,9.1540499
19087,2012,5.6269879
19089,1997,12.692895
19089,2002,10.915751
19089,2007,9.0538473
19089,2012,7.2442293
19091,1997,14.638928
19091,2002,12.026239
19091,2007,9.0888205
19091,2012,7.1078897
19093,2002,11.983291
19093,2007,9.0508556
19093,2012,8.1253004
19095,1997,3.9894371
19095,2002,7.5858889
19095,2007,8.7682581
19095,2012,5.8776674
19097,1997,19.130619
19097,2002,14.598843
19097,2007,15.652898
19097,2012,11.648899
19099,1997,12.703684
19099,2002,10.389107
19099,2007,10.03185
19099,2012,7.848177
19101,1997,12.742149
19101,2002,11.386661
19101,2007,10.268945
19101,2012,6.135601
19103,1997,16.776482
19103,2002,12.079429
19103,2007,13.371379
19103,2012,9.2843065
19105,1997,19.111679
19105,2002,13.429543
19105,2007,15.470959
19105,2012,11.121584
19107,1997,10.939652
19107,2002,8.6214552
19107,2007,9.7116537
19107,2012,6.1647754
19109,1997,14.631398
19109,2002,12.158651
19109,2007,9.1261711
19109,2012,7.938786
19111,1997,12.427465
19111,2002,11.552452
19111,2007,9.8283243
19111,2012,6.7042632
19113,1997,15.972345
19113,2002,10.429376
19113,2007,13.194741
19113,2012,9.2713633
19115,1997,17.966307
19115,2002,15.132691
19115,2007,13.602367
19115,2012,9.6869059
19117,1997,12.669452
19117,2002,10.402143
19117,2007,10.482067
19117,2012,7.8995237
19119,1997,14.689881
19119,2002,12.965572
19119,2007,9.1396532
19119,2012,7.924963
19121,1997,12.686853
19121,2002,10.701038
19121,2007,10.189195
19121,2012,8.3170977
19123,1997,12.696203
19123,2002,9.8739433
19123,2007,10.336206
19123,2012,7.1816864
19125,1997,12.689513
19125,2002,10.36661
19125,2007,10.205558
19125,2012,7.7040353
19127,1997,8.8684692
19127,2002,9.0979891
19127,2007,8.8704567
19127,2012,6.8984132
19129,1997,12.72875
19129,2002,11.25606
19129,2007,11.642171
19129,2012,9.5919094
19131,1997,13.029665
19131,2002,11.160071
19131,2007,9.0628262
19131,2012,7.2785153
19133,2002,11.983291
19133,2007,9.0508556
19133,2012,8.1253004
19135,1997,12.680843
19135,2002,10.086651
19135,2007,10.504525
19135,2012,7.1665001
19137,1997,12.703684
19137,2002,10.427591
19137,2007,10.345688
19137,2012,8.4275789
19139,1997,18.952162
19139,2002,14.406333
19139,2007,13.275296
19139,2012,10.329017
19141,1997,14.677441
19141,2002,12.904519
19141,2007,9.1245546
19141,2012,7.9354601
19143,1997,14.6814
19143,2002,12.944628
19143,2007,9.1394005
19143,2012,7.9257607
19145,1997,12.693201
19145,2002,10.369427
19145,2007,10.475721
19145,2012,8.6373596
19147,1997,14.65207
19147,2002,12.196615
19147,2007,9.1195955
19147,2012,7.940733
19149,2002,11.983291
19149,2007,9.0508556
19149,2012,8.1253004
19151,1997,14.653364
19151,2002,12.094187
19151,2007,9.0912352
19151,2012,7.0988727
19153,1997,12.699684
19153,2002,11.542307
19153,2007,9.2394133
19153,2012,8.0955238
19155,1997,12.733736
19155,2002,11.297579
19155,2007,11.532437
19155,2012,9.3939114
19157,1997,6.4954057
19157,2002,8.5060539
19157,2007,8.3918829
19157,2012,6.107245
19159,1997,12.642936
19159,2002,10.224502
19159,2007,10.157341
19159,2012,8.228488
19161,1997,11.329289
19161,2002,9.7689619
19161,2007,8.9742498
19161,2012,6.9188347
19163,1997,18.98457
19163,2002,10.983541
19163,2007,9.9742002
19163,2012,8.6801453
19165,1997,12.728679
19165,2002,10.927644
19165,2007,11.26689
19165,2012,9.0370913
19167,1997,14.685779
19167,2002,12.927288
19167,2007,9.0054407
19167,2012,8.0095444
19169,1997,10.539557
19169,2002,9.4331303
19169,2007,8.6115217
19169,2012,7.1974373
19171,1997,8.698926
19171,2002,8.4126968
19171,2007,8.8672171
19171,2012,6.7050748
19173,1997,12.661309
19173,2002,10.181562
19173,2007,10.419263
19173,2012,8.5174608
19175,1997,12.670646
19175,2002,10.520427
19175,2007,10.751113
19175,2012,8.6911802
19177,1997,12.766323
19177,2002,11.690372
19177,2007,10.367784
19177,2012,3.6362836
19179,1997,13.057518
19179,2002,11.376569
19179,2007,10.420084
19179,2012,6.7662339
19181,1997,12.687611
19181,2002,10.92312
19181,2007,9.8551178
19181,2012,8.0845127
19183,1997,9.6350098
19183,2002,10.307177
19183,2007,8.8815413
19183,2012,6.2517629
19185,1997,11.804791
19185,2002,9.7513838
19185,2007,9.9800682
19185,2012,7.4572392
19187,1997,14.644762
19187,2002,11.155758
19187,2007,8.9841633
19187,2012,7.1632929
19189,1997,14.595872
19189,2002,11.479044
19189,2007,9.1448908
19189,2012,7.9316397
19191,1997,13.442204
19191,2002,10.58755
19191,2007,9.7328367
19191,2012,7.6455235
19193,2002,11.983291
19193,2007,9.0508556
19193,2012,8.1253004
19195,1997,13.226105
19195,2002,11.34632
19195,2007,9.0690012
19195,2012,7.301806
19197,1997,14.626067
19197,2002,11.110865
19197,2007,9.0057077
19197,2012,7.1657133
20001,1997,11.221989
20001,2002,7.8887982
20001,2007,7.6042986
20001,2012,6.8256092
20003,1997,11.580392
20003,2002,7.9540319
20003,2007,7.8547449
20003,2012,7.0645943
20005,1997,12.69719
20005,2002,9.8101549
20005,2007,10.802735
20005,2012,9.8563843
20007,1997,10.549018
20007,2002,8.3790483
20007,2007,6.6849723
20007,2012,7.0243812
20009,1997,8.9367371
20009,2002,5.2279878
20009,2007,3.7188206
20009,2012,5.5403547
20011,1997,11.346004
20011,2002,7.1713862
20011,2007,6.8564544
20011,2012,5.8781829
20013,1997,12.763541
20013,2002,9.6305094
20013,2007,10.334182
20013,2012,9.1902523
20015,1997,11.142357
20015,2002,7.8111482
20015,2007,6.8600864
20015,2012,7.1301713
20017,1997,11.109208
20017,2002,8.1652937
20017,2007,8.0864992
20017,2012,7.8976207
20019,1997,10.970507
20019,2002,8.3935413
20019,2007,7.6302943
20019,2012,7.3603382
20021,1997,11.073142
20021,2002,8.3371649
20021,2007,7.7828736
20021,2012,7.1429658
20023,1997,15.206388
20023,2002,29.005678
20023,2007,23.819935
20023,2012,21.910246
20025,1997,11.264107
20025,2002,8.7330008
20025,2007,6.8119965
20025,2012,6.7518854
20027,1997,12.864706
20027,2002,8.6690035
20027,2007,9.0889368
20027,2012,8.8820524
20029,1997,12.849936
20029,2002,8.5568056
20029,2007,8.9346323
20029,2012,8.7777529
20031,1997,11.421007
20031,2002,8.241416
20031,2007,8.2212296
20031,2012,7.7139144
20033,1997,11.210024
20033,2002,8.8483047
20033,2007,7.1802917
20033,2012,7.1440711
20035,1997,10.899144
20035,2002,7.7718234
20035,2007,6.7602763
20035,2012,7.0654759
20037,1997,11.000141
20037,2002,7.8675265
20037,2007,7.6168389
20037,2012,6.802875
20041,1997,12.619249
20041,2002,8.2798691
20041,2007,8.6977425
20041,2012,8.5370235
20043,1997,12.657686
20043,2002,9.9333544
20043,2007,11.111649
20043,2012,9.8915987
20045,1997,13.17347
20045,2002,9.7565842
20045,2007,10.694098
20045,2012,10.174603
20047,1997,11.388622
20047,2002,7.8902054
20047,2007,6.4448843
20047,2012,6.6433387
20049,1997,11.093514
20049,2002,8.3417006
20049,2007,7.6269445
20049,2012,7.3349662
20051,1997,8.9367371
20051,2002,5.2834206
20051,2007,3.7188206
20051,2012,5.5403547
20053,1997,12.866237
20053,2002,7.8292761
20053,2007,8.3721237
20053,2012,8.1787701
20055,1997,8.9367371
20055,2002,4.3709793
20055,2007,3.7188206
20055,2012,5.5403547
20057,1997,9.7764034
20057,2002,6.4380622
20057,2007,5.2536039
20057,2012,5.5112438
20059,1997,12.116051
20059,2002,8.7925415
20059,2007,9.2933264
20059,2012,8.4827452
20061,1997,12.382835
20061,2002,8.3446436
20061,2007,9.0313396
20061,2012,8.7989349
20063,2002,4.3709793
20063,2007,3.7188206
20063,2012,5.5403547
20065,2002,4.3709793
20065,2007,3.7188206
20065,2012,5.5403547
20067,1997,7.4172373
20069,1997,8.9367371
20069,2002,5.359427
20069,2007,3.7188206
20069,2012,5.5403547
20071,1997,19.167768
20071,2002,29.053944
20071,2007,23.845245
20071,2012,21.931967
20073,1997,11.304364
20073,2002,8.4080153
20073,2007,7.8405833
20073,2012,7.456706
20075,1997,15.677243
20077,1997,10.339607
20077,2002,7.6061163
20077,2007,5.9316735
20077,2012,6.3445625
20079,1997,11.195351
20079,2002,8.0019569
20079,2007,7.299911
20079,2012,7.5258236
20081,1997,8.9367371
20081,2002,4.3709793
20081,2007,3.7188206
20081,2012,5.5403547
20083,1997,8.9367371
20083,2002,5.3181829
20083,2007,3.7188206
20083,2012,5.5403547
20085,1997,12.878885
20085,2002,9.484334
20085,2007,10.255254
20085,2012,9.7788954
20087,1997,12.890072
20087,2002,9.7450523
20087,2007,10.80979
20087,2012,10.319447
20089,1997,14.959338
20089,2002,9.8266487
20089,2007,11.363511
20089,2012,10.792459
20091,1997,13.67445
20091,2002,11.36684
20091,2007,12.361025
20091,2012,11.20557
20093,1997,12.810498
20095,1997,10.449366
20095,2002,7.4399829
20095,2007,5.7019172
20095,2012,6.226757
20097,1997,11.453135
20097,2002,8.3943777
20097,2007,6.5030794
20097,2012,6.6585503
20099,1997,11.059797
20099,2002,8.3827152
20099,2007,7.7391367
20099,2012,7.2115464
20101,2002,4.3709793
20101,2007,3.7188206
20101,2012,5.5403547
20103,1997,13.007326
20103,2002,10.351359
20103,2007,11.868903
20103,2012,10.955573
20105,1997,12.784003
20105,2002,8.2234249
20105,2007,8.8165112
20105,2012,8.406024
20107,1997,11.863792
20107,2002,6.1534486
20107,2007,5.6195755
20107,2012,4.6120348
20109,1997,12.870609
20111,1997,11.375715
20111,2002,8.3491688
20111,2007,8.5817804
20111,2012,8.4362478
20113,1997,11.053552
20113,2002,8.0745754
20113,2007,7.653254
20113,2012,7.6683831
20115,1997,11.506813
20115,2002,8.3101645
20115,2007,7.9912848
20115,2012,7.8980432
20117,1997,12.831099
20117,2002,9.2265024
20117,2007,9.6328526
20117,2012,9.2233276
20119,1997,9.7942543
20119,2002,6.5805702
20119,2007,5.41009
20119,2012,5.5009995
20121,1997,12.315372
20121,2002,8.8667507
20121,2007,9.3985329
20121,2012,8.4713945
20123,1997,14.007389
20123,2002,9.8325796
20123,2007,10.982511
20123,2012,10.591289
20125,1997,10.99353
20125,2002,8.4540186
20125,2007,7.727149
20125,2012,7.3323832
20127,1997,12.322456
20127,2002,8.3378172
20127,2007,8.6865063
20127,2012,8.5913792
20129,1997,12.759108
20131,1997,12.810097
20131,2002,9.4562922
20131,2007,10.014261
20131,2012,9.5827999
20133,1997,11.27378
20133,2002,8.2762375
20133,2007,7.7500257
20133,2012,7.1016326
20135,1997,8.9367371
20135,2002,4.3709793
20135,2007,3.7188206
20135,2012,5.5403547
20139,1997,11.726452
20139,2002,8.7084045
20139,2007,9.1707706
20139,2012,8.8770428
20141,2002,4.3709793
20141,2007,3.7188206
20141,2012,5.5403547
20143,1997,12.195333
20143,2002,8.3527699
20143,2007,8.6306353
20143,2012,8.5475903
20145,1997,8.9367371
20145,2002,5.2672224
20145,2007,3.7188206
20145,2012,5.5403547
20147,2002,4.3709793
20147,2007,3.7188206
20147,2012,5.5403547
20149,1997,12.887056
20149,2002,8.7927313
20149,2007,9.7386665
20149,2012,9.3901091
20151,1997,11.124821
20151,2002,8.3061075
20151,2007,6.7390766
20151,2012,7.0115538
20155,1997,11.613269
20155,2002,8.124979
20155,2007,6.4693475
20155,2012,6.8454404
20157,1997,12.835438
20157,2002,8.9334145
20157,2007,9.1067085
20157,2012,8.9172297
20159,1997,11.287711
20159,2002,6.2329369
20159,2007,5.2129812
20159,2012,5.5264816
20161,1997,12.884363
20161,2002,8.5429068
20161,2007,9.3511553
20161,2012,9.0658016
20163,2002,4.3709793
20163,2007,3.7188206
20163,2012,5.5403547
20165,1997,8.9367371
20165,2002,5.2757168
20165,2007,3.7188206
20165,2012,5.5403547
20167,1997,8.9367371
20167,2002,5.253315
20167,2007,3.7188206
20167,2012,5.5403547
20169,1997,12.137752
20169,2002,8.1564007
20169,2007,8.3026085
20169,2012,8.3156385
20173,1997,11.081361
20173,2002,7.018486
20173,2007,5.9117713
20173,2012,6.8864236
20175,1997,8.9367371
20175,2002,4.3709793
20175,2007,3.7188206
20175,2012,5.5403547
20177,1997,12.874881
20177,2002,9.2958708
20177,2007,10.03644
20177,2012,9.6533861
20181,1997,15.222806
20181,2002,29.022907
20181,2007,23.82897
20181,2012,21.917999
20183,2002,4.3709793
20183,2007,3.7188206
20183,2012,5.5403547
20185,1997,12.092027
20185,2002,8.3402309
20185,2007,6.7124028
20185,2012,7.0157971
20187,1997,15.660227
20189,1997,8.9367371
20191,1997,10.347615
20191,2002,6.928411
20191,2007,5.3947544
20191,2012,6.3050094
20195,2002,4.3709793
20195,2007,3.7188206
20195,2012,5.5403547
20197,1997,12.678923
20197,2002,8.9029627
20197,2007,9.4165363
20197,2012,9.1078348
20199,1997,15.224201
20199,2002,29.040293
20199,2007,23.838087
20199,2012,21.925823
20201,1997,12.837381
20201,2002,9.0972261
20201,2007,9.3603754
20201,2012,9.1194315
20203,1997,15.719185
20205,1997,11.193757
20205,2002,8.3860168
20205,2007,7.7903323
20205,2012,7.2995648
20207,1997,11.355705
20207,2002,8.3156843
20207,2007,7.9331956
20207,2012,7.350811
20209,1997,15.052154
20209,2002,13.802926
20209,2007,13.756392
20209,2012,12.315515
21001,1997,14.324592
21001,2002,12.588737
21001,2007,11.29964
21001,2012,7.5908647
21003,1997,13.104129
21003,2002,11.578135
21003,2007,11.719004
21003,2012,7.412384
21005,1997,15.568398
21005,2002,13.168425
21005,2007,10.828145
21005,2012,7.5316935
21007,1997,12.760126
21007,2002,11.855628
21007,2007,9.4070702
21007,2012,7.5124006
21009,1997,13.807199
21009,2002,11.63566
21009,2007,11.23956
21009,2012,7.7287683
21011,1997,16.980404
21011,2002,13.613317
21011,2007,10.573112
21011,2012,7.2087793
21013,1997,15.138084
21013,2002,13.601376
21013,2007,12.091223
21013,2012,8.3344297
21015,1997,21.304497
21015,2002,15.752086
21015,2007,11.99833
21015,2012,5.4288764
21017,1997,16.56448
21017,2002,13.462636
21017,2007,10.952183
21017,2012,7.4933672
21019,1997,15.725805
21019,2002,11.574523
21019,2007,11.2856
21019,2012,6.4294486
21021,1997,15.303007
21021,2002,13.040364
21021,2007,10.812983
21021,2012,7.6043239
21023,1997,18.959393
21023,2002,14.618732
21023,2007,11.100625
21023,2012,6.4693127
21025,1997,15.967055
21025,2002,13.546614
21025,2007,11.014682
21025,2012,7.5565977
21027,1997,13.985429
21027,2002,12.242744
21027,2007,9.4512768
21027,2012,7.0473771
21029,1997,13.478889
21029,2002,12.095448
21029,2007,10.421608
21029,2012,7.1513891
21031,1997,13.577254
21031,2002,11.686049
21031,2007,10.152349
21031,2012,7.2638826
21033,1997,12.939159
21033,2002,11.914418
21033,2007,9.4922943
21033,2012,7.6223788
21035,1997,12.557409
21035,2002,12.025085
21035,2007,9.8336897
21035,2012,7.754571
21037,1997,22.315155
21037,2002,14.289355
21037,2007,11.719201
21037,2012,4.2742486
21039,1997,12.788443
21039,2002,11.92613
21039,2007,9.4934149
21039,2012,7.5739021
21041,1997,17.545109
21041,2002,14.129147
21041,2007,11.085535
21041,2012,6.8712988
21043,1997,16.948708
21043,2002,13.260231
21043,2007,11.119636
21043,2012,6.930799
