year,disaster,fips,disaster_dct,disaster_dc,disaster_dt,disaster_d,category,disaster_ct
1997,Thunderstorm Wind,48501,1,28,9868,216417,top2,7
2002,Hail,48501,11,59,12540,209891,top2,15
2002,Thunderstorm Wind,48501,4,28,12004,216417,top2,15
2007,Thunderstorm Wind,48501,4,28,13015,216417,top2,9
2007,Hail,48501,4,59,12711,209891,top2,9
2007,Flood,48501,1,1,1804,32593,top10,9
2012,Hail,48501,2,59,13385,209891,top2,2
1997,Hail,48503,4,144,8612,209891,top2,16
1997,Tornado,48503,4,14,1180,22750,top10,16
1997,Thunderstorm Wind,48503,5,60,9868,216417,top2,16
1997,Flash Flood,48503,3,24,3027,52939,top10,16
2002,Hail,48503,4,144,12540,209891,top2,10
2002,Thunderstorm Wind,48503,6,60,12004,216417,top2,10
2007,Flash Flood,48503,8,24,3688,52939,top10,14
2007,Thunderstorm Wind,48503,2,60,13015,216417,top2,14
2007,Flood,48503,1,3,1804,32593,top10,14
2007,Lightning,48503,1,3,721,12849,top20,14
2007,Hail,48503,2,144,12711,209891,top2,14
2012,Hail,48503,20,144,13385,209891,top2,31
2012,Thunderstorm Wind,48503,11,60,16238,216417,top2,31
1997,Thunderstorm Wind,48505,1,22,9868,216417,top2,1
2002,Tornado,48505,1,2,1040,22750,top10,3
2002,Hail,48505,1,31,12540,209891,top2,3
2002,Flash Flood,48505,1,17,3234,52939,top10,3
2007,Hail,48505,5,31,12711,209891,top2,12
2007,Thunderstorm Wind,48505,5,22,13015,216417,top2,12
2007,Flash Flood,48505,2,17,3688,52939,top10,12
2012,Flash Flood,48505,4,17,2304,52939,top10,14
2012,Hail,48505,4,31,13385,209891,top2,14
2012,Thunderstorm Wind,48505,4,22,16238,216417,top2,14
2012,Lightning,48505,1,3,591,12849,top20,14
2012,Heavy Rain,48505,1,4,1041,13299,top20,14
1997,Hail,48507,1,20,8612,209891,top2,1
2002,Flash Flood,48507,7,34,3234,52939,top10,9
2002,Thunderstorm Wind,48507,2,16,12004,216417,top2,9
2007,Thunderstorm Wind,48507,1,16,13015,216417,top2,8
2007,Flash Flood,48507,5,34,3688,52939,top10,8
2007,Hail,48507,2,20,12711,209891,top2,8
2012,Flash Flood,48507,1,34,2304,52939,top10,2
2012,Funnel Cloud,48507,1,1,326,6056,top30,2
1997,Winter Storm,49001,5,42,3008,47751,top10,7
1997,Heavy Snow,49001,1,28,2994,41887,top10,7
1997,Flood,49001,1,2,1946,32593,top10,7
2002,Thunderstorm Wind,49001,1,11,12004,216417,top2,3
2002,Heavy Snow,49001,1,28,3126,41887,top10,3
2002,Winter Storm,49001,1,42,3376,47751,top10,3
2007,Heavy Snow,49001,1,28,2609,41887,top10,1
2012,Winter Storm,49001,3,42,1809,47751,top10,7
2012,Thunderstorm Wind,49001,1,11,16238,216417,top2,7
2012,Tornado,49001,1,3,1057,22750,top10,7
2012,High Wind,49001,1,9,3764,44090,top10,7
2012,Winter Weather,49001,1,1,2802,26322,top10,7
1997,Winter Storm,49002,5,63,3008,47751,top10,15
1997,High Wind,49002,4,36,2415,44090,top10,15
1997,Blizzard,49002,1,2,888,8253,top20,15
1997,Flood,49002,1,2,1946,32593,top10,15
1997,Heavy Snow,49002,4,86,2994,41887,top10,15
2002,Heavy Snow,49002,8,86,3126,41887,top10,13
2002,Winter Storm,49002,4,63,3376,47751,top10,13
2002,High Wind,49002,1,36,3228,44090,top10,13
2007,Winter Weather,49002,1,2,3354,26322,top10,7
2007,Heavy Snow,49002,6,86,2609,41887,top10,7
2012,High Wind,49002,2,36,3764,44090,top10,8
2012,Winter Weather,49002,1,2,2802,26322,top10,8
2012,Winter Storm,49002,4,63,1809,47751,top10,8
2012,Strong Wind,49002,1,3,1071,14023,top20,8
1997,Winter Storm,49003,6,70,3008,47751,top10,21
1997,High Wind,49003,2,67,2415,44090,top10,21
1997,Hail,49003,3,11,8612,209891,top2,21
1997,Heavy Snow,49003,7,86,2994,41887,top10,21
1997,Thunderstorm Wind,49003,1,47,9868,216417,top2,21
1997,Blizzard,49003,1,1,888,8253,top20,21
1997,Funnel Cloud,49003,1,3,372,6056,top30,21
2002,Heavy Snow,49003,8,86,3126,41887,top10,19
2002,High Wind,49003,1,67,3228,44090,top10,19
2002,Winter Storm,49003,6,70,3376,47751,top10,19
2002,Thunderstorm Wind,49003,2,47,12004,216417,top2,19
2002,Hail,49003,1,11,12540,209891,top2,19
2002,Funnel Cloud,49003,1,3,235,6056,top30,19
2007,Heavy Snow,49003,10,86,2609,41887,top10,21
2007,Thunderstorm Wind,49003,8,47,13015,216417,top2,21
2007,High Wind,49003,1,67,2300,44090,top10,21
2007,Hail,49003,1,11,12711,209891,top2,21
2007,Tornado,49003,1,2,1238,22750,top10,21
2012,High Wind,49003,13,67,3764,44090,top10,24
2012,Winter Storm,49003,4,70,1809,47751,top10,24
2012,Thunderstorm Wind,49003,2,47,16238,216417,top2,24
2012,Winter Weather,49003,1,1,2802,26322,top10,24
2012,Wildfire,49003,4,5,480,4995,top30,24
1997,Winter Storm,49004,6,61,3008,47751,top10,16
1997,Heavy Snow,49004,6,61,2994,41887,top10,16
1997,High Wind,49004,3,38,2415,44090,top10,16
1997,Blizzard,49004,1,1,888,8253,top20,16
2002,Heavy Snow,49004,6,61,3126,41887,top10,12
2002,Winter Storm,49004,4,61,3376,47751,top10,12
2002,High Wind,49004,2,38,3228,44090,top10,12
2007,Heavy Snow,49004,5,61,2609,41887,top10,5
2012,Winter Storm,49004,4,61,1809,47751,top10,16
2012,High Wind,49004,9,38,3764,44090,top10,16
2012,Winter Weather,49004,1,1,2802,26322,top10,16
2012,Wildfire,49004,2,2,480,4995,top30,16
1997,Heavy Snow,49005,2,31,2994,41887,top10,8
1997,Winter Storm,49005,4,26,3008,47751,top10,8
1997,Hail,49005,1,4,8612,209891,top2,8
1997,High Wind,49005,1,109,2415,44090,top10,8
2002,Dense Fog,49005,1,1,405,7754,top20,6
2002,Winter Storm,49005,2,26,3376,47751,top10,6
2002,High Wind,49005,1,109,3228,44090,top10,6
2002,Funnel Cloud,49005,1,3,235,6056,top30,6
2002,Thunderstorm Wind,49005,1,12,12004,216417,top2,6
2007,Thunderstorm Wind,49005,2,12,13015,216417,top2,7
2007,High Wind,49005,3,109,2300,44090,top10,7
2007,Flash Flood,49005,1,3,3688,52939,top10,7
2007,Heavy Snow,49005,1,31,2609,41887,top10,7
2012,High Wind,49005,20,109,3764,44090,top10,22
2012,Flood,49005,1,10,992,32593,top10,22
2012,Winter Storm,49005,1,26,1809,47751,top10,22
1997,Blizzard,49006,1,2,888,8253,top20,20
1997,Heavy Snow,49006,11,104,2994,41887,top10,20
1997,Winter Storm,49006,7,67,3008,47751,top10,20
1997,Flood,49006,1,1,1946,32593,top10,20
2002,Winter Storm,49006,5,67,3376,47751,top10,14
2002,Heavy Snow,49006,8,104,3126,41887,top10,14
2002,High Wind,49006,1,9,3228,44090,top10,14
2007,Heavy Snow,49006,7,104,2609,41887,top10,7
2012,High Wind,49006,1,9,3764,44090,top10,5
2012,Winter Storm,49006,4,67,1809,47751,top10,5
1997,High Wind,49007,3,24,2415,44090,top10,27
1997,Winter Storm,49007,9,109,3008,47751,top10,27
1997,Heavy Snow,49007,12,136,2994,41887,top10,27
1997,Thunderstorm Wind,49007,1,4,9868,216417,top2,27
1997,Blizzard,49007,1,2,888,8253,top20,27
1997,Flood,49007,1,2,1946,32593,top10,27
2002,Hail,49007,1,11,12540,209891,top2,20
2002,Heavy Snow,49007,10,136,3126,41887,top10,20
2002,High Wind,49007,1,24,3228,44090,top10,20
2002,Winter Storm,49007,6,109,3376,47751,top10,20
2002,Thunderstorm Wind,49007,1,4,12004,216417,top2,20
2002,Flash Flood,49007,1,4,3234,52939,top10,20
2007,Heavy Snow,49007,5,136,2609,41887,top10,12
2007,Winter Storm,49007,4,109,3010,47751,top10,12
2007,Avalanche,49007,2,10,27,436,top30,12
2007,Hail,49007,1,11,12711,209891,top2,12
2012,Winter Storm,49007,9,109,1809,47751,top10,16
2012,High Wind,49007,7,24,3764,44090,top10,16
1997,Heavy Snow,49008,18,159,2994,41887,top10,29
1997,Winter Storm,49008,9,112,3008,47751,top10,29
1997,High Wind,49008,1,27,2415,44090,top10,29
1997,Blizzard,49008,1,2,888,8253,top20,29
2002,Heavy Snow,49008,15,159,3126,41887,top10,25
2002,Winter Storm,49008,6,112,3376,47751,top10,25
2002,Avalanche,49008,3,24,26,436,top30,25
2002,High Wind,49008,1,27,3228,44090,top10,25
2007,Heavy Snow,49008,6,159,2609,41887,top10,14
2007,Winter Storm,49008,5,112,3010,47751,top10,14
2007,Avalanche,49008,1,24,27,436,top30,14
2007,Winter Weather,49008,2,2,3354,26322,top10,14
2012,Winter Storm,49008,8,112,1809,47751,top10,17
2012,Wildfire,49008,3,3,480,4995,top30,17
2012,High Wind,49008,4,27,3764,44090,top10,17
2012,Avalanche,49008,2,24,35,436,top30,17
1997,Heavy Snow,49009,10,48,2994,41887,top10,18
1997,Winter Storm,49009,7,54,3008,47751,top10,18
1997,Blizzard,49009,1,2,888,8253,top20,18
2002,Avalanche,49009,1,6,26,436,top30,3
2002,Wildfire,49009,1,5,411,4995,top30,3
2002,Winter Storm,49009,1,54,3376,47751,top10,3
2007,Lightning,49009,2,9,721,12849,top20,14
2007,Heavy Snow,49009,4,48,2609,41887,top10,14
2007,Flash Flood,49009,2,5,3688,52939,top10,14
2007,Winter Storm,49009,1,54,3010,47751,top10,14
2007,Thunderstorm Wind,49009,1,1,13015,216417,top2,14
2007,Avalanche,49009,2,6,27,436,top30,14
2007,Wildfire,49009,1,5,274,4995,top30,14
2007,Hail,49009,1,11,12711,209891,top2,14
2012,High Wind,49009,3,9,3764,44090,top10,10
2012,Winter Storm,49009,5,54,1809,47751,top10,10
2012,Wildfire,49009,2,5,480,4995,top30,10
1997,Heavy Snow,49010,9,37,2994,41887,top10,18
1997,Winter Storm,49010,8,49,3008,47751,top10,18
1997,Blizzard,49010,1,1,888,8253,top20,18
2002,Winter Storm,49010,2,49,3376,47751,top10,3
2002,High Wind,49010,1,2,3228,44090,top10,3
2007,Heavy Snow,49010,2,37,2609,41887,top10,5
2007,Winter Storm,49010,2,49,3010,47751,top10,5
2007,Avalanche,49010,1,1,27,436,top30,5
2012,Wildfire,49010,4,4,480,4995,top30,8
2012,Winter Storm,49010,4,49,1809,47751,top10,8
1997,Winter Storm,49011,4,17,3008,47751,top10,12
1997,Heavy Snow,49011,3,11,2994,41887,top10,12
1997,Thunderstorm Wind,49011,1,20,9868,216417,top2,12
1997,Funnel Cloud,49011,1,2,372,6056,top30,12
1997,Hail,49011,1,10,8612,209891,top2,12
1997,Lightning,49011,1,3,841,12849,top20,12
1997,Blizzard,49011,1,1,888,8253,top20,12
2002,Hail,49011,1,10,12540,209891,top2,3
2002,High Wind,49011,1,8,3228,44090,top10,3
2002,Thunderstorm Wind,49011,1,20,12004,216417,top2,3
2007,Heavy Snow,49011,2,11,2609,41887,top10,8
2007,Hail,49011,2,10,12711,209891,top2,8
2007,Thunderstorm Wind,49011,4,20,13015,216417,top2,8
2012,Hail,49011,1,10,13385,209891,top2,5
2012,High Wind,49011,4,8,3764,44090,top10,5
1997,Winter Storm,49012,2,16,3008,47751,top10,4
1997,Blizzard,49012,1,1,888,8253,top20,4
1997,Heavy Snow,49012,1,9,2994,41887,top10,4
2002,High Wind,49012,2,10,3228,44090,top10,2
2007,Heavy Snow,49012,2,9,2609,41887,top10,2
2012,High Wind,49012,2,10,3764,44090,top10,3
2012,Winter Storm,49012,1,16,1809,47751,top10,3
1997,Lightning,49013,1,3,841,12849,top20,5
1997,Blizzard,49013,1,1,888,8253,top20,5
1997,Heavy Snow,49013,1,3,2994,41887,top10,5
1997,Hail,49013,1,8,8612,209891,top2,5
1997,Flash Flood,49013,1,10,3027,52939,top10,5
2002,Thunderstorm Wind,49013,3,7,12004,216417,top2,5
2002,High Wind,49013,1,2,3228,44090,top10,5
2002,Winter Storm,49013,1,7,3376,47751,top10,5
2012,Winter Storm,49013,1,7,1809,47751,top10,2
2012,Thunderstorm Wind,49013,1,7,16238,216417,top2,2
1997,Winter Storm,49014,3,19,3008,47751,top10,4
1997,Blizzard,49014,1,1,888,8253,top20,4
2002,High Wind,49014,2,11,3228,44090,top10,2
2007,Heavy Snow,49014,1,12,2609,41887,top10,1
2012,Winter Storm,49014,1,19,1809,47751,top10,1
1997,Winter Storm,49015,6,32,3008,47751,top10,15
1997,Flood,49015,1,2,1946,32593,top10,15
1997,Thunderstorm Wind,49015,2,4,9868,216417,top2,15
1997,High Wind,49015,1,39,2415,44090,top10,15
1997,Blizzard,49015,1,1,888,8253,top20,15
1997,Heavy Snow,49015,2,13,2994,41887,top10,15
1997,Hail,49015,1,12,8612,209891,top2,15
1997,Flash Flood,49015,1,15,3027,52939,top10,15
2002,High Wind,49015,1,39,3228,44090,top10,1
2007,Frost/Freeze,49015,1,1,1851,7678,top20,7
2007,High Wind,49015,1,39,2300,44090,top10,7
2007,Thunderstorm Wind,49015,1,4,13015,216417,top2,7
2007,Heavy Rain,49015,1,3,874,13299,top20,7
2007,Heavy Snow,49015,3,13,2609,41887,top10,7
2012,Winter Storm,49015,5,32,1809,47751,top10,17
2012,High Wind,49015,7,39,3764,44090,top10,17
2012,Flash Flood,49015,5,15,2304,52939,top10,17
1997,High Wind,49016,1,34,2415,44090,top10,9
1997,Winter Storm,49016,3,37,3008,47751,top10,9
1997,Heavy Snow,49016,4,32,2994,41887,top10,9
1997,Blizzard,49016,1,1,888,8253,top20,9
2002,High Wind,49016,2,34,3228,44090,top10,3
2002,Winter Storm,49016,1,37,3376,47751,top10,3
2007,Heavy Snow,49016,4,32,2609,41887,top10,5
2007,High Wind,49016,1,34,2300,44090,top10,5
2012,Winter Storm,49016,2,37,1809,47751,top10,9
2012,High Wind,49016,5,34,3764,44090,top10,9
2012,Wildfire,49016,2,2,480,4995,top30,9
1997,Winter Storm,49017,5,29,3008,47751,top10,25
1997,Heavy Snow,49017,12,83,2994,41887,top10,25
1997,Blizzard,49017,1,1,888,8253,top20,25
1997,High Wind,49017,1,9,2415,44090,top10,25
1997,Heavy Rain,49017,1,2,558,13299,top20,25
1997,Hail,49017,2,6,8612,209891,top2,25
1997,Flash Flood,49017,3,43,3027,52939,top10,25
2002,Winter Storm,49017,3,29,3376,47751,top10,8
2002,Heavy Snow,49017,3,83,3126,41887,top10,8
2002,High Wind,49017,1,9,3228,44090,top10,8
2002,Flash Flood,49017,1,43,3234,52939,top10,8
2007,Winter Storm,49017,2,29,3010,47751,top10,7
2007,Heavy Snow,49017,2,83,2609,41887,top10,7
2007,Flash Flood,49017,1,43,3688,52939,top10,7
2007,High Wind,49017,1,9,2300,44090,top10,7
2007,Avalanche,49017,1,2,27,436,top30,7
2012,Thunderstorm Wind,49017,2,2,16238,216417,top2,6
2012,Flash Flood,49017,3,43,2304,52939,top10,6
2012,Lightning,49017,1,3,591,12849,top20,6
1997,Heavy Snow,49018,2,7,2994,41887,top10,6
1997,Winter Storm,49018,3,8,3008,47751,top10,6
1997,Blizzard,49018,1,1,888,8253,top20,6
2002,High Wind,49018,1,2,3228,44090,top10,1
1997,Winter Storm,49019,3,9,3008,47751,top10,7
1997,High Wind,49019,2,34,2415,44090,top10,7
1997,Hail,49019,1,7,8612,209891,top2,7
1997,Flash Flood,49019,1,23,3027,52939,top10,7
2002,Flash Flood,49019,2,23,3234,52939,top10,18
2002,High Wind,49019,5,34,3228,44090,top10,18
2002,Thunderstorm Wind,49019,5,21,12004,216417,top2,18
2002,Wildfire,49019,6,17,411,4995,top30,18
2007,Flash Flood,49019,2,23,3688,52939,top10,7
2007,Heavy Rain,49019,3,10,874,13299,top20,7
2007,High Wind,49019,2,34,2300,44090,top10,7
2012,Wildfire,49019,2,17,480,4995,top30,3
2012,High Wind,49019,1,34,3764,44090,top10,3
1997,Blizzard,49020,1,1,888,8253,top20,4
1997,Heavy Snow,49020,3,12,2994,41887,top10,4
2002,High Wind,49020,1,4,3228,44090,top10,1
2012,High Wind,49020,1,4,3764,44090,top10,2
2012,Winter Storm,49020,1,11,1809,47751,top10,2
1997,Heavy Rain,49021,1,2,558,13299,top20,4
1997,Flash Flood,49021,1,23,3027,52939,top10,4
1997,Blizzard,49021,1,1,888,8253,top20,4
1997,Heavy Snow,49021,1,1,2994,41887,top10,4
2002,Hail,49021,1,5,12540,209891,top2,2
2002,High Wind,49021,1,7,3228,44090,top10,2
2007,Thunderstorm Wind,49021,2,4,13015,216417,top2,4
2007,Flash Flood,49021,2,23,3688,52939,top10,4
2012,Flash Flood,49021,3,23,2304,52939,top10,5
2012,Hail,49021,1,5,13385,209891,top2,5
2012,High Wind,49021,1,7,3764,44090,top10,5
1997,Heavy Snow,49022,1,5,2994,41887,top10,2
1997,Winter Storm,49022,1,11,3008,47751,top10,2
2002,Drought,49022,8,102,1978,37442,top10,8
2007,Frost/Freeze,49022,4,14,1851,7678,top20,16
2007,Drought,49022,11,102,3616,37442,top10,16
2007,Winter Weather,49022,1,16,3354,26322,top10,16
2012,Drought,49022,12,102,7883,37442,top10,14
2012,Winter Weather,49022,2,16,2802,26322,top10,14
1997,Heavy Snow,49023,1,18,2994,41887,top10,6
1997,Blizzard,49023,1,1,888,8253,top20,6
1997,Winter Storm,49023,4,70,3008,47751,top10,6
2002,Drought,49023,8,87,1978,37442,top10,19
2002,Heavy Snow,49023,5,18,3126,41887,top10,19
2002,Winter Storm,49023,4,70,3376,47751,top10,19
2002,Thunderstorm Wind,49023,2,8,12004,216417,top2,19
2007,Drought,49023,11,87,3616,37442,top10,24
2007,Winter Weather,49023,9,84,3354,26322,top10,24
2007,Winter Storm,49023,4,70,3010,47751,top10,24
2012,Drought,49023,12,87,7883,37442,top10,30
2012,Winter Weather,49023,10,84,2802,26322,top10,30
2012,Thunderstorm Wind,49023,2,8,16238,216417,top2,30
2012,Heavy Snow,49023,1,18,1478,41887,top10,30
2012,Hail,49023,1,5,13385,209891,top2,30
2012,Winter Storm,49023,4,70,1809,47751,top10,30
1997,High Wind,49024,1,3,2415,44090,top10,4
1997,Winter Storm,49024,3,18,3008,47751,top10,4
2002,Drought,49024,8,85,1978,37442,top10,15
2002,Dense Fog,49024,5,36,405,7754,top20,15
2002,High Wind,49024,1,3,3228,44090,top10,15
2002,Winter Storm,49024,1,18,3376,47751,top10,15
2007,Drought,49024,10,85,3616,37442,top10,21
2007,Dense Fog,49024,2,36,776,7754,top20,21
2007,Heavy Snow,49024,4,4,2609,41887,top10,21
2007,Wildfire,49024,2,3,274,4995,top30,21
2007,Frost/Freeze,49024,1,10,1851,7678,top20,21
2007,Strong Wind,49024,1,3,825,14023,top20,21
2007,Winter Weather,49024,1,14,3354,26322,top10,21
2012,Drought,49024,12,85,7883,37442,top10,14
2012,Winter Weather,49024,2,14,2802,26322,top10,14
1997,Hail,49025,2,5,8612,209891,top2,10
1997,Heavy Rain,49025,1,3,558,13299,top20,10
1997,Flash Flood,49025,1,66,3027,52939,top10,10
1997,Funnel Cloud,49025,1,1,372,6056,top30,10
1997,Flood,49025,1,3,1946,32593,top10,10
1997,Winter Storm,49025,3,42,3008,47751,top10,10
1997,Blizzard,49025,1,1,888,8253,top20,10
2002,Heavy Snow,49025,2,7,3126,41887,top10,16
2002,Drought,49025,8,86,1978,37442,top10,16
2002,Winter Storm,49025,2,42,3376,47751,top10,16
2002,High Wind,49025,1,4,3228,44090,top10,16
2002,Flash Flood,49025,1,66,3234,52939,top10,16
2002,Hail,49025,1,5,12540,209891,top2,16
2002,Thunderstorm Wind,49025,1,7,12004,216417,top2,16
2007,Winter Weather,49025,4,62,3354,26322,top10,20
2007,Drought,49025,10,86,3616,37442,top10,20
2007,Winter Storm,49025,4,42,3010,47751,top10,20
2007,Flash Flood,49025,1,66,3688,52939,top10,20
2007,Heavy Snow,49025,1,7,2609,41887,top10,20
2012,Drought,49025,12,86,7883,37442,top10,35
2012,Flash Flood,49025,13,66,2304,52939,top10,35
2012,Wildfire,49025,2,4,480,4995,top30,35
2012,Winter Weather,49025,7,62,2802,26322,top10,35
2012,Winter Storm,49025,1,42,1809,47751,top10,35
1997,Winter Storm,49027,1,6,3008,47751,top10,2
1997,Hail,49027,1,4,8612,209891,top2,2
2002,Drought,49027,8,86,1978,37442,top10,14
2002,Thunderstorm Wind,49027,3,8,12004,216417,top2,14
2002,Winter Storm,49027,1,6,3376,47751,top10,14
2002,Dense Fog,49027,2,22,405,7754,top20,14
2007,Flash Flood,49027,1,2,3688,52939,top10,17
2007,Winter Weather,49027,2,13,3354,26322,top10,17
2007,Drought,49027,10,86,3616,37442,top10,17
2007,Frost/Freeze,49027,2,21,1851,7678,top20,17
2007,Thunderstorm Wind,49027,1,8,13015,216417,top2,17
2007,Strong Wind,49027,1,3,825,14023,top20,17
2012,Winter Weather,49027,3,13,2802,26322,top10,17
2012,Drought,49027,12,86,7883,37442,top10,17
2012,Flash Flood,49027,1,2,2304,52939,top10,17
2012,Hail,49027,1,4,13385,209891,top2,17
2002,Drought,49028,8,94,1978,37442,top10,15
2002,Winter Storm,49028,4,73,3376,47751,top10,15
2002,Heavy Snow,49028,3,9,3126,41887,top10,15
2007,Drought,49028,10,94,3616,37442,top10,25
2007,Winter Weather,49028,8,64,3354,26322,top10,25
2007,Winter Storm,49028,6,73,3010,47751,top10,25
2007,Strong Wind,49028,1,2,825,14023,top20,25
2012,Winter Weather,49028,10,64,2802,26322,top10,27
2012,Winter Storm,49028,4,73,1809,47751,top10,27
2012,Drought,49028,12,94,7883,37442,top10,27
2012,Avalanche,49028,1,2,35,436,top30,27
2002,Winter Storm,49029,1,7,3376,47751,top10,10
2002,Drought,49029,8,90,1978,37442,top10,10
2002,Hail,49029,1,1,12540,209891,top2,10
2007,Drought,49029,10,90,3616,37442,top10,17
2007,Winter Weather,49029,3,21,3354,26322,top10,17
2007,Thunderstorm Wind,49029,1,2,13015,216417,top2,17
2007,Landslide,49029,1,1,67,362,top30,17
2007,Winter Storm,49029,1,7,3010,47751,top10,17
2007,Frost/Freeze,49029,1,11,1851,7678,top20,17
2012,Drought,49029,12,90,7883,37442,top10,17
2012,Winter Weather,49029,4,21,2802,26322,top10,17
2012,Flood,49029,1,5,992,32593,top10,17
1997,Flash Flood,49031,2,7,3027,52939,top10,2
2002,Hail,49033,1,1,12540,209891,top2,1
2007,Thunderstorm Wind,49033,2,6,13015,216417,top2,2
1997,Hail,49035,3,25,8612,209891,top2,13
1997,Heavy Rain,49035,1,7,558,13299,top20,13
1997,Flood,49035,2,7,1946,32593,top10,13
1997,Flash Flood,49035,1,12,3027,52939,top10,13
1997,Lightning,49035,2,8,841,12849,top20,13
1997,Thunderstorm Wind,49035,3,50,9868,216417,top2,13
1997,Funnel Cloud,49035,1,4,372,6056,top30,13
2002,Hail,49035,1,25,12540,209891,top2,4
2002,Flash Flood,49035,1,12,3234,52939,top10,4
2002,Thunderstorm Wind,49035,1,50,12004,216417,top2,4
2002,Lightning,49035,1,8,875,12849,top20,4
2007,Flash Flood,49035,3,12,3688,52939,top10,13
2007,Flood,49035,2,7,1804,32593,top10,13
2007,Thunderstorm Wind,49035,6,50,13015,216417,top2,13
2007,Heavy Rain,49035,1,7,874,13299,top20,13
2007,Hail,49035,1,25,12711,209891,top2,13
1997,Hail,49037,1,10,8612,209891,top2,1
2002,Wildfire,49037,5,16,411,4995,top30,18
2002,Flash Flood,49037,5,20,3234,52939,top10,18
2002,Flood,49037,5,8,1773,32593,top10,18
2002,Thunderstorm Wind,49037,1,12,12004,216417,top2,18
2002,Heavy Rain,49037,1,17,562,13299,top20,18
2002,Hail,49037,1,10,12540,209891,top2,18
2007,Heavy Rain,49037,4,17,874,13299,top20,5
2007,Flash Flood,49037,1,20,3688,52939,top10,5
1997,Flood,49039,1,2,1946,32593,top10,1
2002,Tornado,49039,3,6,1040,22750,top10,4
2002,Hail,49039,1,2,12540,209891,top2,4
2007,Flash Flood,49039,2,8,3688,52939,top10,2
2012,Flash Flood,49039,2,8,2304,52939,top10,2
1997,Wildfire,49041,1,1,37,4995,top30,2
1997,Flash Flood,49041,1,8,3027,52939,top10,2
2002,Thunderstorm Wind,49041,2,8,12004,216417,top2,2
2007,Flash Flood,49041,1,8,3688,52939,top10,1
2012,Thunderstorm Wind,49041,2,8,16238,216417,top2,2
1997,Thunderstorm Wind,49043,1,6,9868,216417,top2,1
2007,Hail,49043,3,5,12711,209891,top2,4
2007,Lightning,49043,1,4,721,12849,top20,4
2012,Lightning,49043,1,4,591,12849,top20,1
1997,Thunderstorm Wind,49045,2,146,9868,216417,top2,5
1997,Funnel Cloud,49045,1,4,372,6056,top30,5
1997,Hail,49045,2,10,8612,209891,top2,5
2002,Thunderstorm Wind,49045,8,146,12004,216417,top2,8
2007,Thunderstorm Wind,49045,9,146,13015,216417,top2,13
2007,Flood,49045,2,2,1804,32593,top10,13
2007,Flash Flood,49045,2,8,3688,52939,top10,13
2012,Thunderstorm Wind,49045,10,146,16238,216417,top2,11
2012,Hail,49045,1,10,13385,209891,top2,11
1997,Flash Flood,49047,2,8,3027,52939,top10,2
2002,Hail,49047,5,17,12540,209891,top2,7
2002,Flash Flood,49047,1,8,3234,52939,top10,7
2002,Wildfire,49047,1,2,411,4995,top30,7
1997,Hail,49049,3,24,8612,209891,top2,7
1997,Tornado,49049,1,3,1180,22750,top10,7
