fips,year,s02
16085,2007,1.2232527
16085,2012,1.1462989
16087,2007,1.2232527
16087,2012,1.1462989
17001,1997,4.8352151
17001,2002,3.0915673
17001,2007,2.8667395
17001,2012,1.7950916
17003,1997,6.2348475
17003,2002,4.4040823
17003,2007,3.6109006
17003,2012,2.0783458
17005,1997,6.4258246
17005,2002,4.3677316
17005,2007,3.6640725
17005,2012,2.0880105
17007,1997,4.3953047
17007,2002,3.6400483
17007,2007,3.0294552
17007,2012,1.6115663
17009,1997,5.3652887
17009,2002,3.6006727
17009,2007,3.1598189
17009,2012,1.8019217
17011,1997,4.6860719
17011,2002,3.6511672
17011,2007,3.2862413
17011,2012,1.5475402
17013,1997,6.0745935
17013,2002,4.0290656
17013,2007,3.2427757
17013,2012,2.0322375
17015,1997,4.2512946
17015,2002,3.2798178
17015,2007,2.7721636
17015,2012,1.5623221
17017,1997,5.4895892
17017,2002,3.7750962
17017,2007,3.2367361
17017,2012,1.8381056
17019,1997,4.5971551
17019,2002,4.4636693
17019,2007,3.8168595
17019,2012,2.2380724
17021,1997,5.8666391
17021,2002,4.1672373
17021,2007,3.3572319
17021,2012,1.8883567
17023,1997,6.4053383
17023,2002,4.9848633
17023,2007,4.0923786
17023,2012,2.4050653
17025,1997,6.6681609
17025,2002,4.7914314
17025,2007,4.0070128
17025,2012,2.2273936
17027,1997,6.5432649
17027,2002,4.4090462
17027,2007,3.7096729
17027,2012,2.1507781
17029,1997,6.0863218
17029,2002,4.6456199
17029,2007,3.8644834
17029,2012,2.2928829
17031,1997,5.1777196
17031,2002,4.0868802
17031,2007,3.0127115
17031,2012,1.7797039
17033,1997,6.5863509
17033,2002,5.1296592
17033,2007,4.129941
17033,2012,2.3429844
17035,1997,6.2620602
17035,2002,4.7650275
17035,2007,3.9126499
17035,2012,2.2479854
17037,1997,4.5361781
17037,2002,3.7266619
17037,2007,3.210583
17037,2012,1.7371128
17039,1997,5.6037374
17039,2002,4.1488771
17039,2007,3.4265635
17039,2012,1.9668024
17041,1997,5.9266028
17041,2002,4.5321436
17041,2007,3.8401635
17041,2012,2.2661674
17043,1997,4.5555091
17043,2002,4.0782771
17043,2007,3.2562704
17043,2012,1.9263296
17045,1997,6.156908
17045,2002,4.7740016
17045,2007,4.0515714
17045,2012,2.4258788
17047,1997,7.0468545
17047,2002,4.8359966
17047,2007,4.1268873
17047,2012,2.2876432
17049,1997,6.286871
17049,2002,4.6301179
17049,2007,3.8859472
17049,2012,2.168993
17051,1997,6.2910376
17051,2002,4.4629307
17051,2007,3.7939892
17051,2012,2.1463726
17053,1997,5.4857135
17053,2002,4.3011608
17053,2007,3.6236725
17053,2012,2.1156645
17055,1997,6.5421929
17055,2002,4.5628843
17055,2007,3.8074851
17055,2012,2.2036057
17057,1997,5.0684071
17057,2002,3.596493
17057,2007,3.1756077
17057,2012,1.8087254
17059,1997,6.9879904
17059,2002,4.7836771
17059,2007,3.8373439
17059,2012,2.099751
17061,1997,5.9920821
17061,2002,3.9891391
17061,2007,3.2192335
17061,2012,1.849649
17063,1997,4.7986031
17063,2002,3.9056706
17063,2007,3.5039408
17063,2012,1.7920251
17065,1997,6.7981243
17065,2002,4.7155814
17065,2007,3.8960891
17065,2012,2.1849172
17067,1997,5.1520581
17067,2002,3.1915176
17067,2007,2.883821
17067,2012,1.6290413
17069,1997,6.5471053
17069,2002,4.5738249
17069,2007,3.785599
17069,2012,2.0406256
17071,1997,4.7951689
17071,2002,3.2817991
17071,2007,2.9787703
17071,2012,1.7852376
17073,1997,4.478548
17073,2002,3.4197297
17073,2007,2.9040968
17073,2012,1.6159731
17075,1997,5.4411545
17075,2002,4.36588
17075,2007,3.5998518
17075,2012,2.0147889
17077,1997,6.4383516
17077,2002,4.454999
17077,2007,3.7948935
17077,2012,2.1886787
17079,1997,6.4779911
17079,2002,4.8596754
17079,2007,4.0334706
17079,2012,2.2987537
17081,1997,6.6275268
17081,2002,4.5991726
17081,2007,3.8367896
17081,2012,2.2119939
17083,1997,6.3746576
17083,2002,4.1096706
17083,2007,3.3608739
17083,2012,1.9991888
17085,1997,4.1981716
17085,2002,3.3183606
17085,2007,2.7121418
17085,2012,1.5463588
17087,1997,6.3788619
17087,2002,4.4859171
17087,2007,3.8158972
17087,2012,2.0823493
17089,1997,4.6490269
17089,2002,3.9442201
17089,2007,3.2513082
17089,2012,1.8498316
17091,1997,4.9606919
17091,2002,4.0231953
17091,2007,3.5390747
17091,2012,2.0148087
17093,1997,4.6497679
17093,2002,3.8943803
17093,2007,3.4061303
17093,2012,1.8220834
17095,1997,4.7374053
17095,2002,3.5185671
17095,2007,3.0510812
17095,2012,1.7593977
17097,1997,4.5757518
17097,2002,3.8414633
17097,2007,2.9105656
17097,2012,1.8044702
17099,1997,4.7743816
17099,2002,3.7784956
17099,2007,3.833782
17099,2012,1.3536459
17101,1997,6.897501
17101,2002,5.1739359
17101,2007,4.2823076
17101,2012,2.3664594
17103,1997,4.4200764
17103,2002,3.5758543
17103,2007,3.1632004
17103,2012,1.6030889
17105,1997,5.0512547
17105,2002,3.9381394
17105,2007,3.4687879
17105,2012,1.8217292
17107,1997,5.5868649
17107,2002,4.0758972
17107,2007,3.3393393
17107,2012,1.8608593
17109,1997,4.9840245
17109,2002,3.478615
17109,2007,3.0490668
17109,2012,1.785908
17111,1997,4.4946518
17111,2002,3.8088694
17111,2007,3.0588443
17111,2012,1.7448471
17113,1997,5.3837457
17113,2002,4.0765696
17113,2007,3.4548903
17113,2012,1.9348215
17115,1997,5.6599789
17115,2002,3.8973892
17115,2007,2.9678319
17115,2012,1.9171449
17117,1997,6.0593662
17117,2002,4.0287323
17117,2007,3.209789
17117,2012,1.7265382
17119,1997,7.7357702
17119,2002,4.4106178
17119,2007,3.5097702
17119,2012,1.5583963
17121,1997,6.6011777
17121,2002,4.5967674
17121,2007,3.8762884
17121,2012,2.1754723
17123,1997,4.8502421
17123,2002,3.7271903
17123,2007,3.3906226
17123,2012,1.5882368
17125,1997,5.2528553
17125,2002,3.8209782
17125,2007,3.3089311
17125,2012,1.8724251
17127,1997,5.7889276
17127,2002,4.1856766
17127,2007,3.6303732
17127,2012,1.8556942
17129,1997,5.5817709
17129,2002,3.9958532
17129,2007,3.2512779
17129,2012,1.781124
17131,1997,4.4658656
17131,2002,3.3414958
17131,2007,2.9371138
17131,2012,1.7829566
17133,1997,6.5368133
17133,2002,4.2039437
17133,2007,3.9949129
17133,2012,3.1574569
17135,1997,6.0985098
17135,2002,4.1677289
17135,2007,3.3986795
17135,2012,1.8974113
17137,1997,5.7089348
17137,2002,3.9432926
17137,2007,3.2157433
17137,2012,1.7918565
17139,1997,5.8987131
17139,2002,4.3801365
17139,2007,3.6644235
17139,2012,2.1465523
17141,1997,4.3707581
17141,2002,3.5431569
17141,2007,3.0749023
17141,2012,1.6312226
17143,1997,5.0080419
17143,2002,3.7081647
17143,2007,3.3322663
17143,2012,1.843173
17145,1997,6.478024
17145,2002,4.4191189
17145,2007,3.7196872
17145,2012,2.2083209
17147,1997,5.7183294
17147,2002,4.3164711
17147,2007,3.6511252
17147,2012,2.1404865
17149,1997,5.4080715
17149,2002,3.5509837
17149,2007,3.1019461
17149,2012,1.9435935
17151,1997,6.3192253
17151,2002,4.4337945
17151,2007,3.7595499
17151,2012,2.0044386
17153,1997,6.1723633
17153,2002,4.4085951
17153,2007,3.7339051
17153,2012,2.0687356
17155,1997,4.81673
17155,2002,3.7262366
17155,2007,3.5705898
17155,2012,1.4658813
17157,1997,6.1892047
17157,2002,3.9377048
17157,2007,3.2049828
17157,2012,1.9957067
17159,1997,6.8114204
17159,2002,4.9305358
17159,2007,4.1323094
17159,2012,2.2866807
17161,1997,3.4513555
17161,2002,2.9408031
17161,2007,2.239341
17161,2012,1.3455443
17163,1997,6.8418298
17163,2002,4.396142
17163,2007,3.5245917
17163,2012,2.3151445
17165,1997,6.7079625
17165,2002,4.6778717
17165,2007,3.8368905
17165,2012,2.1227548
17167,1997,5.720233
17167,2002,3.8880663
17167,2007,3.0696857
17167,2012,1.336282
17169,1997,5.2519202
17169,2002,3.6208375
17169,2007,3.1290216
17169,2012,1.8072535
17171,1997,5.7119641
17171,2002,3.7902861
17171,2007,3.2531676
17171,2012,1.8717109
17173,1997,6.0165381
17173,2002,4.4012671
17173,2007,3.6513162
17173,2012,2.1237359
17175,1997,4.7460771
17175,2002,3.6074824
17175,2007,3.2061019
17175,2012,1.7494102
17177,1997,4.2499466
17177,2002,3.427573
17177,2007,2.8332646
17177,2012,1.5641544
17179,1997,5.1170297
17179,2002,3.8240449
17179,2007,3.4125366
17179,2012,1.9203115
17181,1997,6.3665891
17181,2002,4.4630566
17181,2007,3.8056955
17181,2012,2.1399662
17183,1997,5.9378972
17183,2002,4.5360518
17183,2007,3.9808891
17183,2012,2.2897832
17185,1997,7.2256536
17185,2002,4.6282339
17185,2007,4.4363384
17185,2012,2.426717
17187,1997,4.7488871
17187,2002,3.4322758
17187,2007,3.0714967
17187,2012,1.8249831
17189,1997,6.5253849
17189,2002,4.4199948
17189,2007,3.7276943
17189,2012,2.1946514
17191,1997,6.8621221
17191,2002,4.8223228
17191,2007,3.9853904
17191,2012,2.2519908
17193,1997,7.1619415
17193,2002,4.9064298
17193,2007,3.9468102
17193,2012,2.1621709
17195,1997,4.2733984
17195,2002,3.2435255
17195,2007,2.8088222
17195,2012,1.552927
17197,1997,4.776145
17197,2002,4.0499434
17197,2007,3.5855398
17197,2012,2.0105374
17199,1997,6.4955482
17199,2002,4.5044298
17199,2007,3.8094113
17199,2012,2.1433439
17201,1997,4.3470507
17201,2002,3.5864797
17201,2007,3.0206907
17201,2012,1.5940906
17203,1997,5.0633054
17203,2002,3.8594968
17203,2007,3.4784453
17203,2012,1.8760978
18001,1997,5.4510818
18001,2002,4.7046952
18001,2007,3.7593818
18001,2012,2.1235924
18003,1997,5.1722894
18003,2002,4.5424495
18003,2007,3.6027246
18003,2012,2.1613977
18005,1997,6.3142486
18005,2002,5.189384
18005,2007,4.1479969
18005,2012,2.2020895
18007,1997,5.623621
18007,2002,4.457449
18007,2007,3.7639971
18007,2012,2.087296
18009,1997,5.474226
18009,2002,4.5906339
18009,2007,3.8239069
18009,2012,2.1246665
18011,1997,5.8359284
18011,2002,4.7789121
18011,2007,3.8343725
18011,2012,2.2685111
18013,1997,6.1112862
18013,2002,4.9875193
18013,2007,4.0609365
18013,2012,2.1647236
18015,1997,5.6517887
18015,2002,4.5539379
18015,2007,3.7619367
18015,2012,2.1415548
18017,1997,5.4076052
18017,2002,4.4346433
18017,2007,3.7812264
18017,2012,2.1698477
18019,1997,6.5565839
18019,2002,5.1582327
18019,2007,4.956306
18019,2012,2.4658682
18021,1997,6.2983737
18021,2002,5.0266337
18021,2007,4.1603537
18021,2012,2.5084839
18023,1997,5.793179
18023,2002,4.6916299
18023,2007,3.84904
18023,2012,2.1872058
18025,1997,6.7778802
18025,2002,5.2502303
18025,2007,4.344367
18025,2012,2.2415159
18027,1997,6.8802581
18027,2002,5.5981541
18027,2007,4.4942193
18027,2012,2.5326722
18029,1997,7.4113808
18029,2002,6.2799516
18029,2007,4.0360842
18029,2012,2.1001983
18031,1997,6.4002147
18031,2002,5.2520766
18031,2007,4.0738392
18031,2012,2.138325
18033,1997,4.9175005
18033,2002,4.4917192
18033,2007,3.5674214
18033,2012,2.2197998
18035,1997,5.8256493
18035,2002,4.9388995
18035,2007,3.9075692
18035,2012,2.1199505
18037,1997,6.9945569
18037,2002,5.4659467
18037,2007,4.3359556
18037,2012,2.3915842
18039,1997,4.9594569
18039,2002,4.0769277
18039,2007,3.3014135
18039,2012,2.0084162
18041,1997,6.2904348
18041,2002,5.1673908
18041,2007,4.0836749
18041,2012,2.162683
18043,1997,6.3278518
18043,2002,5.1421027
18043,2007,5.4404597
18043,2012,2.2102084
18045,1997,6.102706
18045,2002,4.6074228
18045,2007,4.0290475
18045,2012,2.2300053
18047,1997,6.6408229
18047,2002,5.4205337
18047,2007,4.1281862
18047,2012,2.1393425
18049,1997,5.1067262
18049,2002,4.2809134
18049,2007,3.6149342
18049,2012,2.1120725
18051,1997,7.2951341
18051,2002,5.2410321
18051,2007,4.2983737
18051,2012,2.3251913
18053,1997,5.5314016
18053,2002,4.6818943
18053,2007,3.827704
18053,2012,2.1902924
18055,1997,6.451088
18055,2002,5.1412253
18055,2007,4.172256
18055,2012,2.3692024
18057,1997,5.8012333
18057,2002,4.7956147
18057,2007,3.8819008
18057,2012,2.2066164
18059,1997,5.9696751
18059,2002,4.9229598
18059,2007,3.9618249
18059,2012,2.1409392
18061,1997,6.7451024
18061,2002,5.1344123
18061,2007,4.6056466
18061,2012,2.3458283
18063,1997,5.7603655
18063,2002,4.7887321
18063,2007,3.8409851
18063,2012,2.2888322
18065,1997,6.0801702
18065,2002,5.0307937
18065,2007,3.9594538
18065,2012,2.1329944
18067,1997,5.72645
18067,2002,4.6854911
18067,2007,3.8274968
18067,2012,2.1565781
18069,1997,5.2211523
18069,2002,4.4525232
18069,2007,3.692591
18069,2012,2.1306515
18071,1997,6.4534154
18071,2002,5.2527366
18071,2007,4.241261
18071,2012,2.1947939
18073,1997,4.8278251
18073,2002,3.9293382
18073,2007,3.3854458
18073,2012,1.9348037
18075,1997,5.754591
18075,2002,4.9630661
18075,2007,3.9118278
18075,2012,2.1303823
18077,1997,5.8767347
18077,2002,5.8139625
18077,2007,4.2814255
18077,2012,2.1322203
18079,1997,6.4951062
18079,2002,5.3267393
18079,2007,4.1948647
18079,2012,2.1419849
18081,1997,5.8097959
18081,2002,4.8377585
18081,2007,4.0073323
18081,2012,2.1688988
18083,1997,6.9232874
18083,2002,5.5080271
18083,2007,4.4432535
18083,2012,2.5019701
18085,1997,5.0116239
18085,2002,4.1863179
18085,2007,3.4146609
18085,2012,2.0488265
18087,1997,4.9521565
18087,2002,4.0967116
18087,2007,3.4320457
18087,2012,2.0644693
18089,1997,4.8240323
18089,2002,4.0551
18089,2007,3.3363233
18089,2012,2.120477
18091,1997,4.8035283
18091,2002,3.8370879
18091,2007,3.0696228
18091,2012,2.012233
18093,1997,6.5204463
18093,2002,5.1823516
18093,2007,4.1862226
18093,2012,2.2121425
18095,1997,5.7915535
18095,2002,4.8083282
18095,2007,3.8646042
18095,2012,2.1098859
18097,1997,5.5429392
18097,2002,4.6391549
18097,2007,3.9846828
18097,2012,2.5365441
18099,1997,4.95788
18099,2002,4.1117473
18099,2007,3.3371451
18099,2012,2.0148392
18101,1997,6.773591
18101,2002,5.345953
18101,2007,4.3449187
18101,2012,2.4202015
18103,1997,5.3927355
18103,2002,4.4792848
18103,2007,3.7782483
18103,2012,2.1921067
18105,1997,6.2477112
18105,2002,5.0378919
18105,2007,4.0994768
18105,2012,2.2281513
18107,1997,6.0537181
18107,2002,4.7851472
18107,2007,4.0091138
18107,2012,2.2628281
18109,1997,5.6807041
18109,2002,4.8780217
18109,2007,4.3682208
18109,2012,2.2881424
18111,1997,4.9725842
18111,2002,4.0914969
18111,2007,3.5129147
18111,2012,2.0556107
18113,1997,4.9948058
18113,2002,4.2203526
18113,2007,3.4548383
18113,2012,2.0781019
18115,1997,7.0880523
18115,2002,5.8521786
18115,2007,4.1351762
18115,2012,2.0735583
18117,1997,6.7377825
18117,2002,5.2819471
18117,2007,4.303287
18117,2012,2.2485979
18119,1997,6.2554803
18119,2002,5.0126624
18119,2007,4.1071067
18119,2012,2.2810092
18121,1997,6.2876883
18121,2002,4.8104134
18121,2007,4.1772132
18121,2012,2.4467354
18123,1997,6.9976149
18123,2002,5.704227
18123,2007,4.2333045
18123,2012,2.2086585
18125,1997,7.1205859
18125,2002,5.9308934
18125,2007,4.6589079
18125,2012,2.7078614
18127,1997,4.9031525
18127,2002,4.1048555
18127,2007,3.1553533
18127,2012,1.981235
18129,1997,7.7199054
18129,2002,4.9306388
18129,2007,3.7816315
18129,2012,1.9619774
18131,1997,4.9894252
18131,2002,4.1154633
18131,2007,3.5507627
18131,2012,2.0317054
18133,1997,6.1374121
18133,2002,4.8697505
18133,2007,4.0282345
18133,2012,2.3029222
18135,1997,5.9480524
18135,2002,5.1051641
18135,2007,4.0071473
18135,2012,2.1695144
18137,1997,6.7230735
18137,2002,5.5249844
18137,2007,4.1352072
18137,2012,2.1083186
18139,1997,6.196744
18139,2002,5.0901318
18139,2007,3.9984367
18139,2012,2.1356816
18141,1997,4.9090266
18141,2002,3.9933612
18141,2007,3.2539341
18141,2012,2.0102284
18143,1997,6.5346236
18143,2002,5.2869983
18143,2007,4.4063711
18143,2012,2.2212596
18145,1997,6.1014528
18145,2002,5.0531468
18145,2007,4.0326204
18145,2012,2.1772873
18147,1997,7.3476324
18147,2002,5.4925528
18147,2007,4.3075018
18147,2012,2.2321255
18149,1997,4.8943272
18149,2002,4.054575
18149,2007,3.3232095
18149,2012,2.0066934
18151,1997,5.1042566
18151,2002,4.3959088
18151,2007,3.5463686
18151,2012,2.2167242
18153,1997,6.674572
18153,2002,5.6822944
18153,2007,4.1692891
18153,2012,2.4128771
18155,1997,6.8709488
18155,2002,5.6122432
18155,2007,4.2243772
18155,2012,2.0762775
18157,1997,5.7137547
18157,2002,4.5901222
18157,2007,3.8366826
18157,2012,2.1793084
18159,1997,5.7605309
18159,2002,4.7439842
18159,2007,3.8374557
18159,2012,2.1641934
18161,1997,6.3694711
18161,2002,5.1992183
18161,2007,4.1207738
18161,2012,2.1605752
18163,1997,7.4879761
18163,2002,4.7355781
18163,2007,3.5056374
18163,2012,1.362931
18165,1997,6.3237081
18165,2002,4.7265358
18165,2007,4.2730665
18165,2012,2.4234221
18167,1997,6.3404775
18167,2002,5.315012
18167,2007,4.4188166
18167,2012,3.1342432
18169,1997,5.2628322
18169,2002,4.4179482
18169,2007,3.7700903
18169,2012,2.2010324
18171,1997,5.8804274
18171,2002,4.5590615
18171,2007,3.8555188
18171,2012,2.1390753
18173,1997,7.8778486
18173,2002,6.2634854
18173,2007,3.9143763
18173,2012,2.0557845
18175,1997,6.6469269
18175,2002,5.2907472
18175,2007,4.4746609
18175,2012,2.275408
18177,1997,5.9185648
18177,2002,4.9266877
18177,2007,4.190536
18177,2012,2.3139307
18179,1997,5.3651285
18179,2002,4.6282406
18179,2007,3.7428665
18179,2012,2.1489866
18181,1997,5.3476672
18181,2002,4.4276457
18181,2007,3.7046881
18181,2012,2.1068316
18183,1997,5.1313419
18183,2002,4.3634429
18183,2007,3.6541378
18183,2012,2.1116033
19001,1997,4.1009693
19001,2002,2.08041
19001,2007,2.0213873
19001,2012,1.5929353
19003,1997,4.1895003
19003,2002,2.0009873
19003,2007,2.0499306
19003,2012,1.7160138
19005,1997,3.5425818
19005,2002,2.1650717
19005,2007,1.8870015
19005,2012,1.1407644
19007,1997,4.3832674
19007,2002,2.6027503
19007,2007,2.2716031
19007,2012,1.488675
19009,1997,3.9950438
19009,2002,1.7248764
19009,2007,1.6579161
19009,2012,1.4613196
19011,1997,3.9298489
19011,2002,2.6816189
19011,2007,2.165061
19011,2012,1.1082166
19013,1997,3.9457252
19013,2002,2.2270582
19013,2007,1.8087254
19013,2012,1.0146095
19015,1997,4.0484781
19015,2002,1.916334
19015,2007,1.4017382
19015,2012,.94203705
19017,1997,3.6812565
19017,2002,2.0216908
19017,2007,1.6486781
19017,2012,.97204506
19019,1997,3.9225512
19019,2002,2.4076793
19019,2007,1.9497094
19019,2012,1.0688168
19021,1997,3.013844
19021,2002,1.1084141
19021,2007,.91682965
19021,2012,.69493282
19023,1997,3.6949308
19023,2002,1.7569908
19023,2007,1.3807807
19023,2012,1.0076879
19025,1997,4.0477796
19025,2002,1.5431941
19025,2007,1.3471513
19025,2012,.96587294
19027,1997,4.063139
19027,2002,1.6498384
19027,2007,1.277048
19027,2012,.95865893
19029,1997,4.0650978
19029,2002,1.6362516
19029,2007,1.6298255
19029,2012,1.5235784
19031,1997,4.1431084
19031,2002,3.187845
19031,2007,2.8122971
19031,2012,1.684561
19033,1997,4.2450004
19033,2002,1.0220023
19033,2007,.63237673
19033,2012,.91943854
19035,1997,3.2827489
19035,2002,.72676414
19035,2007,.75283849
19035,2012,.71117091
19037,1997,3.5892937
19037,2002,1.8454171
19037,2007,1.3807718
19037,2012,.94515944
19039,1997,4.066958
19039,2002,2.2632122
19039,2007,2.0625308
19039,2012,1.5403533
19041,1997,2.959415
19041,2002,1.1046214
19041,2007,.8720383
19041,2012,.65388191
19043,1997,3.9724133
19043,2002,2.5595193
19043,2007,2.0796106
19043,2012,1.1188439
19045,1997,4.1073189
19045,2002,3.0900798
19045,2007,2.5885022
19045,2012,1.5709509
19047,1997,3.942565
19047,2002,1.3662761
19047,2007,1.1979299
19047,2012,.99309337
19049,1997,4.0775714
19049,2002,2.1840162
19049,2007,1.7528305
19049,2012,1.2069911
19051,1997,4.5078154
19051,2002,2.6718624
19051,2007,2.2792034
19051,2012,1.3698395
19053,1997,4.0735178
19053,2002,2.2041631
19053,2007,2.1216116
19053,2012,1.6648293
19055,1997,3.98439
19055,2002,2.7702305
19055,2007,2.2314188
19055,2012,1.1948168
19057,1997,4.7701726
19057,2002,3.2095277
19057,2007,2.8921757
19057,2012,1.7597741
19059,1997,2.6815243
19059,2002,.75651985
19059,2007,.66981429
19059,2012,.59428334
19061,1997,4.1261754
19061,2002,3.0263953
19061,2007,2.4467781
19061,2012,1.3581177
19063,1997,2.9575796
19063,2002,1.1059378
19063,2007,.8156473
19063,2012,.61008191
19065,1997,3.8121181
19065,2002,2.1718512
19065,2007,1.7683138
19065,2012,1.0062542
19067,1997,3.7458246
19067,2002,1.5705874
19067,2007,1.1481512
19067,2012,.90616989
19069,1997,3.7108521
19069,2002,1.5991607
19069,2007,1.2477701
19069,2012,.96848279
19071,1997,3.8303041
19071,2002,1.4594241
19071,2007,1.7745928
19071,2012,1.7802075
19073,1997,4.3050261
19073,2002,1.8700953
19073,2007,1.4615576
19073,2012,1.0220017
19075,1997,3.9467101
19075,2002,1.9819516
19075,2007,1.5544547
19075,2012,1.0425073
19077,1997,4.1799588
19077,2002,2.0984285
19077,2007,1.8611084
19077,2012,1.4809554
19079,1997,4.1160913
19079,2002,1.7313081
19079,2007,1.3568606
19079,2012,.95181298
19081,1997,3.5254211
19081,2002,1.4162706
19081,2007,1.1067175
19081,2012,.9080258
19083,1997,4.0003233
19083,2002,1.8282962
19083,2007,1.4294547
19083,2012,.99051523
19085,1997,3.7461803
19085,2002,1.03699
19085,2007,1.5222273
19085,2012,1.7007473
19087,1997,4.6360283
19087,2002,3.0699296
19087,2007,2.8280308
19087,2012,1.6705594
19089,1997,3.415288
19089,2002,1.6991175
19089,2007,1.2750727
19089,2012,.8817398
19091,1997,3.363996
19091,2002,1.4687878
19091,2007,1.2524791
19091,2012,.91210896
19093,1997,4.8023124
19093,2002,1.1845046
19093,2007,1.2242025
19093,2012,.98627716
19095,1997,3.9842367
19095,2002,2.8614051
19095,2007,2.4259014
19095,2012,1.2838084
19097,1997,4.1713867
19097,2002,3.2036729
19097,2007,2.6574624
19097,2012,1.535437
19099,1997,4.0635848
19099,2002,2.4017186
19099,2007,2.0039678
19099,2012,1.3580266
19101,1997,4.464622
19101,2002,2.8700585
19101,2007,2.4937561
19101,2012,1.4530246
19103,1997,4.0523195
19103,2002,3.0987434
19103,2007,2.6744249
19103,2012,1.4933348
19105,1997,4.1266623
19105,2002,3.1163387
19105,2007,2.6393723
19105,2012,1.4542228
19107,1997,4.1202049
19107,2002,2.6444254
19107,2007,2.372581
19107,2012,1.4632368
19109,1997,3.1022243
19109,2002,1.1250374
19109,2007,.79156619
19109,2012,.60873359
19111,1997,5.2779498
19111,2002,3.0435538
19111,2007,2.8476505
19111,2012,1.7075003
19113,1997,4.1619964
19113,2002,3.1730964
19113,2007,2.3922381
19113,2012,1.0370018
19115,1997,4.6178856
19115,2002,3.3197224
19115,2007,3.0619733
19115,2012,1.9891284
19117,1997,4.0541286
19117,2002,2.3196957
19117,2007,2.0994155
19117,2012,1.5225557
19119,1997,2.6238499
19119,2002,.7497738
19119,2007,.72542477
19119,2012,.63746625
19121,1997,4.0689578
19121,2002,2.2053905
19121,2007,1.8799323
19121,2012,1.3582541
19123,1997,4.0544486
19123,2002,2.5232389
19123,2007,2.2873914
19123,2012,1.4240446
19125,1997,4.0526495
19125,2002,2.3781285
19125,2007,2.0594835
19125,2012,1.4248123
19127,1997,4.0543036
19127,2002,2.1155686
19127,2007,1.6645738
19127,2012,1.0566915
19129,1997,3.7368102
19129,2002,1.1844016
19129,2007,1.6203041
19129,2012,1.6963065
19131,1997,3.4979823
19131,2002,1.4644817
19131,2007,1.0685458
19131,2012,.84752995
19133,1997,4.6062789
19133,2002,.79581553
19133,2007,1.1242605
19133,2012,1.1292524
19135,1997,4.0511956
19135,2002,2.437036
19135,2007,2.2518139
19135,2012,1.4298772
19137,1997,3.9381101
19137,2002,1.6092777
19137,2007,1.6571015
19137,2012,1.6018826
19139,1997,4.7727418
19139,2002,3.5682812
19139,2007,3.5742176
19139,2012,2.464716
19141,1997,2.681946
19141,2002,.74154389
19141,2007,.7250641
19141,2012,.64764374
19143,1997,2.6469972
19143,2002,.75344706
19143,2007,.69965988
19143,2012,.61721724
19145,1997,4.0543375
19145,2002,1.5191845
19145,2007,1.7616099
19145,2012,1.7227001
19147,1997,3.0195329
19147,2002,1.1264008
19147,2007,.84309894
19147,2012,.63436747
19149,1997,3.8350735
19149,2002,.64206272
19149,2007,.98326904
19149,2012,.98485905
19151,1997,3.0301571
19151,2002,1.135411
19151,2007,.8673318
19151,2012,.63707358
19153,1997,4.0754037
19153,2002,2.2729666
19153,2007,1.0317756
19153,2012,.32150555
19155,1997,3.5232263
19155,2002,.95028943
19155,2007,1.5220114
19155,2012,1.6771017
19157,1997,4.0910101
19157,2002,2.5908723
19157,2007,2.2263699
19157,2012,1.2564608
19159,1997,4.150218
19159,2002,2.1552217
19159,2007,2.1173291
19159,2012,1.7265849
19161,1997,3.9273982
19161,2002,1.2049953
19161,2007,.9547767
19161,2012,.75014514
19163,1997,4.033452
19163,2002,2.7661114
19163,2007,1.93892
19163,2012,1.1931758
19165,1997,3.7875156
19165,2002,1.4594164
19165,2007,1.57816
19165,2012,1.5150304
19167,1997,2.568305
19167,2002,.7375952
19167,2007,.69826698
19167,2012,.70684594
19169,1997,4.0553493
19169,2002,1.9822335
19169,2007,1.4826699
19169,2012,.93473935
19171,1997,3.9358525
19171,2002,2.2658329
19171,2007,1.9399784
19171,2012,1.107541
19173,1997,4.2277813
19173,2002,2.0819139
19173,2007,2.1515784
19173,2012,1.8353759
19175,1997,4.0768723
19175,2002,2.1698411
19175,2007,2.058408
19175,2012,1.6329156
19177,1997,3.5058453
19177,2002,2.0095141
19177,2007,1.7278297
19177,2012,.93198782
19179,1997,4.3480668
19179,2002,2.6582699
19179,2007,2.3725722
19179,2012,1.394511
19181,1997,4.0659299
19181,2002,2.2928352
19181,2007,1.7821232
19181,2012,1.1500521
19183,1997,4.3758926
19183,2002,3.0805674
19183,2007,2.7823691
19183,2012,1.5694827
19185,1997,4.052042
19185,2002,2.2474568
19185,2007,2.131068
19185,2012,1.6094126
19187,1997,3.9131713
19187,2002,1.6188732
19187,2007,1.2973413
19187,2012,.91682494
19189,1997,3.4410086
19189,2002,1.3310667
19189,2007,1.0621377
19189,2012,.86694348
19191,1997,3.4372718
19191,2002,1.9183437
19191,2007,1.5685292
19191,2012,.91727209
19193,1997,3.7131839
19193,2002,.67035508
19193,2007,1.0450999
19193,2012,.94107884
19195,1997,3.6676035
19195,2002,1.2565508
19195,2007,.91291881
19195,2012,.87349725
19197,1997,3.5430028
19197,2002,1.5634419
19197,2007,1.255747
19197,2012,.94417268
20001,1997,3.8907666
20001,2002,2.1489935
20001,2007,2.2593277
